FID,geom,addr:city,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,building,building:levels,contact:phone,contact:website,name,opening_hours,phone,roof:shape,shop,website,wheelchair,osm_id,osm_type,editlink,tutoriallink,toilets:wheelchair,check_date:opening_hours,roof:levels,clothes,operator,url,addr:country,image,wikimedia_commons,source,branch,disused:name,payment:cash,payment:credit_cards,payment:gift_card,payment:girocard,short_name,second_hand,building:levels:underground,email,fax,addr:place,roof:colour,surveillance,source:addr,source:geometry,check_date,ref:vatin,indoor,level,room,building:part,wheelchair:description,organic,payment:coins,payment:debit_cards,payment:electronic_purses,payment:maestro,payment:mastercard,payment:notes,payment:telephone_cards,payment:visa,old_name,last_checked,ref:shop:num,lastcheck,roof:orientation,karlsruhe:das_fest,reoccurence,temporary_amenity,watch:slowrider,addr:suburb,last_check,not:brand:wikidata,alt_name,name:de,closed:amenity,craft,old_name2,amenity,contact:facebook,contact:instagram,cuisine,man_made,update,wheelchair:step_height,office,note,contact:email,addr:housename,designation,entrance,internet_access,internet_access:fee,wikidata,wikipedia,dog,layer,old_name1,ref,changing_table,changing_table:location,outdoor_seating,fixme,description,opening_hours:signed,closed:name,closed:shop,start_date,mobile,name:en,currency:eur,stroller,closed:website,air_conditioning,payment:american_express,payment:contactless,abandoned:shop,addr:floor,payment:cards,contact:mobile,reservation
OSM_MRN_shop_clothes_4326_Point.454,POINT (8.9873604 49.4628868),,12,,Neuer Markt,NKD,Q927272,de:NKD,,,,,NKD,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3725946968,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.455,POINT (8.9857679 49.463319),,32,,Bahnhofstraße,,,,,,,,Müller,,,,clothes,https://www.mode-mueller.de/,,2147483647,node,https://www.openstreetmap.org/node/3725948431,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.456,POINT (8.6393399 49.6425291),,,,,,,,,,,,Ersting's family,Mo-Fr 09:00-18:30; Sa 09:00-14:00,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3726058505,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.457,POINT (8.640068 49.6423837),,,,,Witt Weiden,Q542322,,,,,,Witt Weiden,Mo-Fr 09:00-18:00; Sa 09:00-14:00,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3726068868,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.458,POINT (8.6410453 49.6422),,,,,Esprit,Q532746,,,,,,Esprit,Mo-Fr 09:30-19:00; Sa 09:30-16:00,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3726068870,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.459,POINT (8.6411144 49.642429),,,,,,,,,,,,Wunderle,"Mo-Fr 09:00-13:00,14:00-18:30; Sa 09:00-14:00",,,clothes,,limited,2147483647,node,https://www.openstreetmap.org/node/3726068871,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.460,POINT (8.6412588 49.6421894),,,,,,,,,,,,Wunderle Woman,Mo-Fr 09:00-18:30; Sa 09:00-14:00,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3726068872,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.461,POINT (8.3541198 49.5361438),,,,,,,,,,,,Preppy Fashion,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3751505224,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.462,POINT (8.3541293 49.5359677),,,,,Gerry Weber,Q873447,en:Gerry Weber,,,,,Gerry Weber,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3751515027,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.463,POINT (8.3540197 49.5365691),,,,,Witt Weiden,Q542322,de:Witt (Versandhandel),,,,,Witt Weiden,,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3751515029,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.464,POINT (8.3541679 49.535881),,,,,engbers,Q1290088,de:Engbers,,,,,engbers,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3751515030,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.465,POINT (8.3541173 49.5361767),,,,,BONITA,Q892598,de:Bonita (Unternehmen),,,,,BONITA,,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3751515035,https://learnosm.org/de/beginner/,,,,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.466,POINT (8.353299 49.5355601),,,,,,,,,,,,Blickfang,,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3751515036,https://learnosm.org/de/beginner/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.467,POINT (8.3543572 49.5366121),,,,,Ernsting's family,Q1361016,de:Ernsting’s family,,,,,Ernsting's family,,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3751515040,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.468,POINT (8.3544939 49.5359185),,,,,Gina Laura,Q2700576,de:Gina Laura,,,,,Gina Laura,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3751515041,https://learnosm.org/de/beginner/,,,,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.469,POINT (8.3544669 49.5360069),,,,,,,,,,,,Taifun,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3751515052,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.470,POINT (8.3518096 49.5352349),,,,,NKD,Q927272,de:NKD,,,,,NKD,,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3751538459,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.471,POINT (8.3510801 49.5350663),,,,,,,,,,,,D+H Mode,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3751538464,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.472,POINT (8.3524736 49.5351657),,,,,,,,,,,,Ladystyle,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3751538477,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.473,POINT (8.3540571 49.5347034),,,,,,,,,,,,Apanage Kapalua,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3812566863,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.474,POINT (8.3538015 49.5341011),,,,,,,,,,,,Schlüter,,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3812566871,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.475,POINT (8.3538425 49.5334131),,,,,,,,,,,,Crazy Mode,,,,clothes,,no,2147483647,node,https://www.openstreetmap.org/node/3812566873,https://learnosm.org/de/beginner/,no,2023-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.476,POINT (8.6168498 49.67591),Bensheim,8,64625,Fabrikstraße,Takko Fashion,Q1371302,de:Takko,,,,,Takko Fashion,Mo-Sa 09:00-20:00,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3823461765,https://learnosm.org/de/beginner/,,,,,,,DE,,,,,,,,,,Takko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.477,POINT (8.6944789 49.4098887),,6,,Hauptstraße,,,,,,,,Brax,Mo-Fr 10:00-20:00; Sa 10:00-19:00,+49 (0)6221 6539889,,clothes,https://corporate.brax.com/de_de/shop/store/1030-brax-store-heidelberg,yes,2147483647,node,https://www.openstreetmap.org/node/3826792477,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.478,POINT (8.7018078 49.411183),,,,,,,,,,,,WOW Mode Exklusive,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3853403426,https://learnosm.org/de/beginner/,,,,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calida,clothes,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.479,POINT (8.6977078 49.4103999),,,,,,,,,,,,Heisel,Mo-Fr 09:30-18:30; Sa 09:30-16:00,+49 6221 23333,,clothes,https://www.heisel.com/,no,2147483647,node,https://www.openstreetmap.org/node/3853403427,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.480,POINT (8.4781031 49.484612),Mannheim,6,68165,Stresemannstraße,,,,,,,,Mame,Mo-Fr 10:00-18:30; Sa 10:00-16:00,+49 621 44588448,,clothes,https://mame-mannheim.de/,,2147483647,node,https://www.openstreetmap.org/node/3854030216,https://learnosm.org/de/beginner/,,,,maternity;babies,Sonja Volz,,,,,,,,,,,,,,,post@mame-mannheim.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.481,POINT (8.738537 49.3028748),,,,,,,,,,,,Uschis Modeshop,"Mo-Fr 9:30-12:30,15:00-18:30 ; Sa 9:30-13:00",,,clothes,http://www.uschis-modeshop.de/,,2147483647,node,https://www.openstreetmap.org/node/3854034142,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.482,POINT (8.7379623 49.3053704),,,,,,,,,,,,Walenda Wohnen und Mode,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3854102933,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.483,POINT (8.5212797 49.2937593),Neulußheim,4,68809,Altlußheimer Straße,,,,,,,,Mode + Sport,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3855345028,https://learnosm.org/de/beginner/,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,check correct name,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.484,POINT (8.4593567 49.6430094),,92,,Nibelungenstraße,,,,,,,,Modehaus Vetter,"Mo-Fr 09:30-12:30,14:00-18:30; Sa 09:30-14:00",+49 6206 6535,,clothes,https://www.vetter-moden.de/,yes,2147483647,node,https://www.openstreetmap.org/node/3858471013,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,+49 6206 79891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.485,POINT (8.8787233 49.2523703),,,,,,,,,,,,Modehaus Hütter,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3882634651,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.486,POINT (8.8393041 49.4073082),,,,,,,,,,,,Mode Patricia,,+49 6229 7702,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3883117943,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/ModePatricia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.487,POINT (8.6945474 49.4099083),,6,,Hauptstraße,Intimissimi,Q305404,en:Intimissimi,,,,,Intimissimi,Mo-Fr 10:00-20:00; Sa 10:00-19:00,,,clothes,https://de.intimissimi.com/store/HEIDELBERG-HAUPTSTRASSE-6/3551.uts?storeId=3551,yes,2147483647,node,https://www.openstreetmap.org/node/3886216367,https://learnosm.org/de/beginner/,,,,underwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.488,POINT (8.7023442 49.4112546),,,,,,,,,,,,mes amis,,,,clothes,https://www.mes-amis.com/store-heidelberg,,2147483647,node,https://www.openstreetmap.org/node/3886565242,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.489,POINT (8.7033277 49.4114127),,103,,Hauptstraße,,,,,,,,American Vintage,Mo-Sa 12:00-18:00,,,clothes,https://de.americanvintage-store.com/de/,,2147483647,node,https://www.openstreetmap.org/node/3899648453,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.490,POINT (8.468682 49.4864877),,,,,Reserved,Q21809354,en:Reserved,,,,http://www.reserved.com,Reserved,Mo-Sa 10:00-20:00,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3903537483,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.491,POINT (7.9931563 49.0998963),Bad Bergzabern,23,76887,Weinstraße,NKD,Q927272,de:NKD,,,,,NKD,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3913136907,https://learnosm.org/de/beginner/,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.492,POINT (8.1386462 49.3531804),Neustadt an der Weinstraße,16,67433,Kellereistraße,,,,,,,,Ute’s Wäschemode,Mo-Fr 10:00-18:00; Sa 09:30-14:00,+49 6321 3995699,,clothes,https://uteswaeschemode.de/,,2147483647,node,https://www.openstreetmap.org/node/3913701100,https://learnosm.org/de/beginner/,,,,underwear,,,DE,,,,,,,,,,,,,utes-waeschemode@web.de,+49 6321 4839119,,,,,,2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utes Wäschemode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.493,POINT (8.3597131 49.214744),,,,,KiK,Q883965,en:KiK,,,,,KiK,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3919365005,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.494,POINT (8.6195095 49.6830765),Bensheim,10,64625,Fehlheimer Straße,KiK,Q883965,de:KiK,,,,,KiK,"Mo-Fr 09:00-19:00, Sa 09:00-18:00, Su off, PH off",,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3964413434,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.495,POINT (8.3637703 49.6316642),Worms,3,67547,Am Römischen Kaiser,,,,,,,,ReSales Secondhand,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3977971656,https://learnosm.org/de/beginner/,,2023-08-19,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Gerry Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.496,POINT (8.36333 49.6316915),,,,,Ulla Popken,Q2475146,en:Ulla Popken,,,,,Ulla Popken,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3977972766,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.497,POINT (8.3637611 49.6306508),,,,,,,,,,,,Pompiiidou,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3979429898,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.498,POINT (8.3635665 49.6319262),,,,,,,,,,,,Strumpf Boutique,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/3979429899,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.499,POINT (8.6218391 49.680659),Bensheim,1,64625,Am Wambolterhof,,,,,,,,Löffelholz,Mo-Fr 09:30-18:30; Sa 09:30-16:00,,,clothes,http://www.loeffelholz-herrenmode.de/index.php?sPage=content&sContent=offerShopProfileBensheim,,2147483647,node,https://www.openstreetmap.org/node/3993290572,https://learnosm.org/de/beginner/,,,,men,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.500,POINT (8.3591346 49.6335586),Worms,16,67547,Wilhelm-Leuschner-Straße,KiK,Q883965,de:KiK,,,,,KiK,Mo-Fr 09:00-20:00; Sa 09:00-18:00; Dec 24 Mo-Sa 09:00-14:00; PH off,,,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/3993619386,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.501,POINT (8.658301 49.341967),,,,,,,,,,,,Fashion Point,"Mo-Fr 09:30-12:30, Mo,Tu,Th,Fr 15:00-18:00, Sa 09:30-13:00",,,clothes,,no,2147483647,node,https://www.openstreetmap.org/node/4006959258,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.502,POINT (8.8765538 49.2531388),,,,,Esprit,Q532746,,,,,,Esprit,Mo-Fr 09:00-19:00;Sa 09:00-16:00,+49 7261 971990,,clothes,http://typo3.p190066.mittwaldserver.info/filialen/esprit/sinsheim/,yes,2147483647,node,https://www.openstreetmap.org/node/4034205035,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.503,POINT (8.8758339 49.2535077),,,,,,,,,,,,Pullover Paradies,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/4034212594,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.504,POINT (8.8749612 49.2534831),,,,,NKD,Q927272,,,,,,NKD,Mo-Fr 09:00-18:00; Sa 09:00-15:00,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/4034231754,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.505,POINT (8.8752502 49.2534485),,,,,,,,,,,,WOW-Mode Exklusiv,,,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/4034231785,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.506,POINT (8.8750293 49.2536289),,,,,,,,,,,,Rheinglück-Mode,Mo-Fr 09:30-18:30; Sa 09:30-15:00,+49 7261 9746573,,clothes,,,2147483647,node,https://www.openstreetmap.org/node/4034242974,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friseursalon HaarSpitze,,,,,,,,,,,,,,,,,,https://www.facebook.com/RheinGlueckMode/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.507,POINT (8.3612747 49.6308045),,,,,,,,,,,,Hut & Robe,,+49 6241 82172,,clothes,http://www.hutundrobe.de,no,2147483647,node,https://www.openstreetmap.org/node/4042232898,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
